Название машины;Картинка;Описание;Цена
"
            Toyota Alphard 1 поколение , 2004 ";https://i.cars.kg/preview/r/MTcZ6mOTjx0sfOnw16Fx3A/1080x-/20220216/7b1cc3bd77198ba29b513b4f60ae51a7.jpeg;"
                                    Минивэн / Бус,
                                        белый,
                                        3.0 л.,
                                        левый руль,
                                        газ-бензин,
                                        автомат,
                                        передний,
                                    ";9000$ 
"
            Toyota Estima 2 поколение Минивэн , 2002 ";https://i.cars.kg/preview/r/KUYlcPv8vF1bB2_SIMXLww/1080x-/20220216/0a93be85d1c9b5d4bc57ca7597b826f7.jpg;"
                                    Минивэн / Бус,
                                        темно-синий,
                                        2.4 л.,
                                        правый руль,
                                        гибрид,
                                        вариатор,
                                        постоянный полный,
                                    ";6300$ 
"
            Toyota Ist 1 поколение , 2004 ";https://i.cars.kg/preview/r/9ZOBe5MeC_tby2nx2OiH2Q/1080x-/20220216/c2659fdaac89e4e633e6289fb017ab9d.jpg;"
                                    Хэтчбек,
                                        серебряный,
                                        1.5 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                                ";5800$ 
"
            Toyota Camry XV30 Седан , 2004 ";https://i.cars.kg/preview/r/j3W-nxl2NWj4S3MjjKQj_g/1080x-/20220215/779d6f630d2980daf224c4a7966c8d7f.jpg;"
                                    Седан,
                                        черный,
                                        2.4 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";7300$ 
"
            Toyota Land Cruiser J60 Внедорожник , 1988 ";https://i.cars.kg/preview/r/v7fCx7DDhowmE4qcewkVcw/1080x-/20220215/3c5ff3e639abca9a0509d21bf21ecd40.jpg;"
                                    Внедорожник / Пикап,
                                        мокрый асфальт,
                                        3 л.,
                                        правый руль,
                                        дизель,
                                        автомат,
                                        полный подключаемый,
                                    ";5000$ 
"
            Toyota Camry XV50 [рестайлинг] Седан , 2015 ";https://i.cars.kg/preview/r/ey2FJg9bkjq0YPkgxYU0Ow/1080x-/20220215/a87757cff8214cbc359be830d3a011c7.jpg;"
                                    Седан,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";15000$ 
"
            Toyota Wish 1 поколение Минивэн , 2003 ";https://i.cars.kg/preview/r/-XQG0LGBzItNRbWacPDhXA/1080x-/20220214/6aee3eda815692e0f044620d42661cbc.jpg;"
                                    Минивэн / Бус,
                                        мокрый асфальт,
                                        1.8 л.,
                                        правый руль,
                                        газ-бензин,
                                        автомат,
                                        передний,
                                    ";6500$ 
"
            Toyota , 2017 ";https://i.cars.kg/preview/r/-0yWH8yHjboAzdjex3LUYw/1080x-/20220214/52bca85c7accb3ad5f2a0dc651fa4ecb.jpg;"
                                    Кроссовер,
                                        белый,
                                        2 л.,
                                        левый руль,
                                        бензин,
                                        вариатор,
                                        полный подключаемый,
                                    ";19300$ 
"
            Toyota Ipsum 2 поколение Минивэн , 2003 ";https://i.cars.kg/preview/r/Cl-igmZWhUGtDBkb8ZDVGw/1080x-/20220213/57313745a6e5ca0d72158f76b8baba3e.jpg;"
                                    Минивэн / Бус,
                                        белый,
                                        2.4 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";6550$ 
"
            Toyota Highlander 2 поколение [рестайлинг] Кроссовер 5-дв. , 2011 ";https://i.cars.kg/preview/r/T6n8njzSiZgQPBWayHtdhA/1080x-/20220212/a980f0da296ad4ebdb393a4631cfaba9.jpg;"
                                    Кроссовер,
                                        белый жемчуг,
                                        3.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,
                                    ";24500$ 
"
            Toyota Corolla , 2008 ";https://i.cars.kg/preview/r/HFjjv8CObLYTzYLKBr0NTA/1080x-/20220212/81d9f9e6c008d838167a7bcc95bdf334.jpg;"
                                    Седан,
                                        черный,
                                        1.8 л.,
                                        левый руль,
                                        бензин,
                                                    передний,
                                    ";7500$ 
"
            Toyota Camry XV50 [рестайлинг] Седан , 2016 ";https://i.cars.kg/preview/r/CJvwn1-BuZxO1gKhUBjIxQ/1080x-/20220211/2833b83b36e7f16fff47f66255e1b88b.jpg;"
                                    Седан,
                                        мокрый асфальт,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";19300$ 
"
            Toyota Camry XV50 [рестайлинг] Седан , 2015 ";https://i.cars.kg/preview/r/lzQ_x9za8boybTbMFbMzKQ/1080x-/20220210/7105e44a0eb2a81a333769840aa263f8.jpg;"
                                    Седан,
                                                    2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        передний,
                                    ";16800$ 
"
            Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2019 ";https://i.cars.kg/preview/r/JFeNtmZwZ1Npl8Us3en-kw/1080x-/20220210/a1ebe29cbce419c817db979eed5d12de.jpg;"
                                    Кроссовер,
                                        белый жемчуг,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        полный подключаемый,
                                    ";34500$ 
Название машины;Картинка;Описание;Цена
"
            Toyota Camry , 2018 ";https://i.cars.kg/preview/r/2smWErVsrD3INvjvVgRIbw/1080x-/20220210/c31962284f9d430f10bc805ea7973adc.jpg;"
                                    Седан,
                                        белый жемчуг,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";24500$ 
"
            Toyota Vitz XP10 Хетчбэк 5-дв. , 2000 ";https://i.cars.kg/preview/r/7h-V1hJRa3S_nNxwM7u1Gw/1080x-/20220209/9ad31425324ba359813375878e52e2fd.jpg;"
                                    Хэтчбек,
                                                    1 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";3700$ 
"
            Toyota Ipsum 2 поколение Минивэн , 2003 ";https://i.cars.kg/preview/r/tlSwdvRKuAVEwV1pN5zeQw/1080x-/20220209/3f76fc49c7a2e26e9bf64d59911469c4.jpg;"
                                    Минивэн / Бус,
                                        белый,
                                        2.4 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";4700$ 
"
            Toyota Camry , 2018 ";https://i.cars.kg/preview/r/n39bFCyL3tCYotDcJfgaXw/1080x-/20220208/7749080a2294599f2bac9e51ca5c694c.jpg;"
                                    Седан,
                                        серый,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";23500$ 
"
            Toyota Avalon XX40 Седан , 2015 ";https://i.cars.kg/preview/r/k60IB6d6Vo-l7do9BNyFvA/1080x-/20220208/ff6ea424ac5e92d3af0dfa2abc0bcbbb.jpg;"
                                    Седан,
                                        черный,
                                        3.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";25500$ 
"
            Toyota Ist 1 поколение Хетчбэк , 2002 ";https://i.cars.kg/preview/r/7292GndMm3p9XQaA9ztqYw/1080x-/20220207/593f71764959eddf2e322508a7d2d9db.jpg;"
                                    Хэтчбек,
                                        серебряный,
                                        1.5 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";5000$ 
"
            Toyota Ipsum 2 поколение Минивэн , 2001 ";https://i.cars.kg/preview/r/6j3_pGzGRkZyW0T1vMCr2w/1080x-/20220206/016e3fdcfeba96a0eb98b9fcb0644901.jpeg;"
                                    Минивэн / Бус,
                                        белый жемчуг,
                                        2.4 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";7000$ 
"
            Toyota Vista V40 Седан , 1996 ";https://i.cars.kg/preview/r/cEVRflUq2ftcKDDvxMEsag/1080x-/20220206/f5686e26efe4276365ea99be293691e5.jpg;"
                                    Седан,
                                        серебряный,
                                        2 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";3087$ 
"
            Toyota Camry XV30 [рестайлинг] Седан , 2005 ";https://i.cars.kg/preview/r/I6q_S4wOp4ehprW3-O6s3w/1080x-/20220206/877f07c4cceb20bdf70813946f9738fe.jpg;"
                                    Седан,
                                        черный,
                                        2.4 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";8600$ 
"
            Toyota Camry XV30 , 2002 ";https://i.cars.kg/preview/r/zp4bJqDUE9jc55RqYBl_Bw/1080x-/20220205/d2db047fbc2cd1da32a46136127d6a69.jpeg;"
                                    Седан,
                                        черный,
                                        2.4 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";7750$ 
"
            Toyota Land Cruiser J60 [рестайлинг] Внедорожник , 1988 ";no photo;"
                                    Внедорожник / Пикап,
                                        белый,
                                        3.0 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        постоянный полный,
                                    ";5000$ 
"
            Toyota Camry XV50 [рестайлинг] Седан , 2016 ";https://i.cars.kg/preview/r/IzeqGkvPm5543S59iVLr_g/1080x-/20220204/62e280eb1858e9d4bf96d9ce00e083e5.jpeg;"
                                    Седан,
                                        белый,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";19000$ 
"
            Toyota Camry XV30 Седан , 2002 ";https://i.cars.kg/preview/r/aQDH8Yjv9h46QzwP3zuvIg/1080x-/20220204/b061e0f0f66cd1e72007bb6a9383cc2d.jpg;"
                                    Седан,
                                        черный,
                                                    левый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";7750$ 
"
            Toyota RAV4 , 2016 ";https://i.cars.kg/preview/r/B9458zLqBl0f2sZmoCJ0fQ/1080x-/20220203/1fbffd83588fdc2f060cd33c0b772d09.jpg;"
                                    Внедорожник / Пикап,
                                        белый,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";22900$ 
"
            Toyota Lite Ace , 2006 ";https://i.cars.kg/preview/r/6KCJvhL_pAfPWhqiUuMOMQ/1080x-/20220203/b69b31cc8207fdaaaef0d29056f73500.jpg;"
                                    Минивэн / Бус,
                                        белый,
                                        1.8 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,
                                    ";7800$ 
"
            Toyota Prius C 1 поколение Хетчбэк , 2015 ";https://i.cars.kg/preview/r/RjhHnJ-CL0NcqnuDwxqsPw/1080x-/20220203/182c108fe34a28ac0ae6222c2863392a.jpg;"
                                    Хэтчбек,
                                        серебряный,
                                        1.5 л.,
                                        левый руль,
                                        гибрид,
                                        вариатор,
                                        передний,
                                    ";11700$ 
"
            Toyota Highlander 3 поколение , 2018 ";https://i.cars.kg/preview/r/PeDmfw7lVhbwBbzvvikVpQ/1080x-/20220203/fdfb6002e36cb460b8612d5d5838374d.jpeg;"
                                    Кроссовер,
                                        белый жемчуг,
                                        3.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                                ";48000$ 
"
            Toyota , 2005 ";https://i.cars.kg/preview/r/43rogSyTTga5Mp0RqFtVcQ/1080x-/20220202/8a6b9ac2910284f0b76b51a0db03738e.jpg;"
                                    Внедорожник / Пикап,
                                        мокрый асфальт,
                                                    левый руль,
                                        газ-бензин,
                                        автомат,
                                                ";19000$ 
"
            Toyota Yaris Verso , 2001 ";https://i.cars.kg/preview/r/DevlI0w1ORtl9-f8PfZjSQ/1080x-/20220202/f94de72a02a0480a52df93b96c6294e6.jpg;"
                                    Хэтчбек,
                                        серый,
                                        1,3 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,
                                    ";3353$ 
"
            Toyota RAV4 3 поколение , 2018 ";https://i.cars.kg/preview/r/prscQuN5Yin9HT3IuHRfVg/1080x-/20220201/d8a5f66865919779bef27d8b1be9a257.jpeg;"
                                    Кроссовер,
                                        вишневый,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,
                                    ";25000$ 
Название машины;Картинка;Описание;Цена
"
            Toyota Corolla E120 Fielder универсал 5-дв. , 2001 ";https://i.cars.kg/preview/r/OsCqrJ--r_gfxDG4rH2sjg/1080x-/20220131/7ae11eb13780eb0fb1bf446ee506128d.jpg;"
                                    Универсал,
                                        белый,
                                        1.8 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";5800$ 
"
            Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2016 ";https://i.cars.kg/preview/r/FEnlISsbl3hL240Ze22wUA/1080x-/20220131/559e7ccf3bcb522662c8c5433d451db7.jpg;"
                                    Кроссовер,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                                ";23500$ 
"
            Toyota Avensis 1 поколение [рестайлинг] Универсал , 2001 ";https://i.cars.kg/preview/r/2BraILEk2PNEVkA5HQ6oVg/1080x-/20220130/3bfa5038e424a0f58839bdafb0419545.jpeg;"
                                    Универсал,
                                        синий,
                                        2 л.,
                                        левый руль,
                                        дизель,
                                        механика,
                                        передний,
                                    ";2900$ 
"
            Toyota Camry XV50 , 2015 ";https://i.cars.kg/preview/r/RXvz9yXE1VzD6pak9ynXjg/1080x-/20220130/bd995f9caf5f2831f06b6892543a4995.jpeg;"
                                    Седан,
                                        темно-синий,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                                ";15500$ 
"
            Toyota Land Cruiser J200 [2-й рестайлинг] Внедорожник , 2020 ";https://i.cars.kg/preview/r/2ef1351qQ4PRpf6PJyjFww/1080x-/20220130/f8b0ce78db6b5b916ef232b1c4c48787.jpg;"
                                    Внедорожник / Пикап,
                                        черный,
                                        4.6 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,
                                    ";125000$ 
"
            Toyota Aristo S14 [рестайлинг] Седан , 1994 ";https://i.cars.kg/preview/r/IbGRlYB3tFpUfrbnAOOnpg/1080x-/20220128/07404edd7dd1a18fec59fba6cf838e6e.jpg;"
                                    Седан,
                                        серебряный,
                                        3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";3000$ 
"
            Toyota 4Runner 5 поколение Внедорожник , 2017 ";https://i.cars.kg/preview/r/9D-YC9P66aQ1nOe2jMlhwg/1080x-/20220126/0d80ea42a8afcadbfbcddc550d6c9fca.jpg;"
                                    Внедорожник / Пикап,
                                        серый,
                                        4 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,
                                    ";300000$ 
"
            Toyota FJ Cruiser 1 поколение Внедорожник , 2009 ";https://i.cars.kg/preview/r/GugchUGfE6wlzZriRrJcvw/1080x-/20220126/c84ce3c4875d3082e326675e57003770.jpg;"
                                    Внедорожник / Пикап,
                                        белый,
                                        4 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,
                                    ";21000$ 
"
            Toyota Estima 2 поколение Минивэн , 2005 ";https://i.cars.kg/preview/r/MvDBQfLriCCQZ3ZcNp2y7A/1080x-/20220126/a2eb2f47b7fffa858cc5d7e25d37b982.jpg;"
                                    Минивэн / Бус,
                                        серебряный,
                                        2.4 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,
                                    ";10800$ 
"
            Toyota Avensis 2 поколение Седан , 2004 ";no photo;"
                                    Седан,
                                        серебряный,
                                        2.4 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";7200$ 
"
            Toyota Camry XV40 , 2007 ";https://i.cars.kg/preview/r/VWJa2AEMZt2vE60M2onB2w/1080x-/20220125/b94ac5cf30f8cd7b6dfe3a177445bd72.jpeg;"
                                    Седан,
                                        золотой,
                                        3.5 л.,
                                        левый руль,
                                                    автомат,
                                                ";10000$ 
"
            Toyota Ipsum 2 поколение Минивэн , 2003 ";https://i.cars.kg/preview/r/-hlMXYS2u6CqVAnunzyIuQ/1080x-/20220127/fdc462d68adb238f3ce4b08414a67e54.jpg;"
                                    Минивэн / Бус,
                                        серебряный,
                                        2.4 л.,
                                        правый руль,
                                        газ-бензин,
                                        автомат,
                                        передний,
                                    ";7300$ 
"
            Toyota Ipsum 2 поколение Минивэн , 2003 ";no photo;"
                                    Минивэн / Бус,
                                        серебряный,
                                        2.4 л.,
                                        правый руль,
                                        газ-бензин,
                                        автомат,
                                        передний,
                                    ";7300$ 
"
            Toyota Ipsum 2 поколение Минивэн , 2003 ";no photo;"
                                    Минивэн / Бус,
                                        серебряный,
                                        2.4 л.,
                                        правый руль,
                                        газ-бензин,
                                        автомат,
                                        передний,
                                    ";7300$ 
"
            Toyota Camry XV30 Седан , 2003 ";https://i.cars.kg/preview/r/qRDzWJ0dDyy8JDpfkhv7oQ/1080x-/20220125/9e87358fa041125cd7bad81e4ecd6b67.jpg;"
                                    Седан,
                                        черный,
                                        2.4 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";8000$ 
"
            Toyota Camry XV50 , 2014 ";https://i.cars.kg/preview/r/R1w6LaMVz20ZsRiJQJ1N5g/1080x-/20220125/60bab8322c0f2152948467969f3eb088.jpeg;"
                                    Седан,
                                        белый,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";14600$ 
"
            Toyota Highlander 1 поколение [рестайлинг] , 2005 ";https://i.cars.kg/preview/r/0FMil22dXIk44qIO9Mm2SA/1080x-/20220123/fb244147c97b5736cdaad46e7d466fb3.jpeg;"
                                    Кроссовер,
                                        черный,
                                        3.3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";11000$ 
"
            Toyota Ist , 2003 ";https://i.cars.kg/preview/r/1LW2Q8V6WsjDFffaI--Qew/1080x-/20220123/9071f8be022620f6fbcd517353cb2753.x-empty;"
                                                            1,3 л.,
                                                    бензин,
                                        автомат,
                                                ";5900$ 
"
            Toyota Estima , 2003 ";https://i.cars.kg/preview/r/AcmPe1zeOjYZpmvxnAzCLg/1080x-/20220123/43ef45ec057487e223996d38da113956.jpg;"
                                                            2.4 л.,
                                                    бензин,
                                        автомат,
                                                ";9150$ 
"
            Toyota Aristo , 2001 ";https://i.cars.kg/preview/r/TD9CIwA2UCX6j8DTZ3j-dA/1080x-/20220123/303080280c9806ebcb6af0707e142d56.jpg;"
                                                            3 л.,
                                                    бензин,
                                        автомат,
                                                ";6800$ 
Название машины;Картинка;Описание;Цена
"
            Toyota Windom , 2002 ";https://i.cars.kg/preview/r/AIPSO-NL-ZBxd86FN4c43g/1080x-/20220123/dd1d29bae792bbe18ed63e09015e4fb4.jpg;"
                                                            3 л.,
                                                    бензин,
                                        автомат,
                                                ";7500$ 
"
            Toyota Ist , 2002 ";https://i.cars.kg/preview/r/kNv09vUcdzcI96M31O7vxA/1080x-/20220123/e017065a21d0bbac7d52c0670b819e6c.jpg;"
                                                            1.5 л.,
                                                    бензин,
                                        автомат,
                                                ";5400$ 
"
            Toyota Prius , 2012 ";https://i.cars.kg/preview/r/1IW1aCqSRYZxO_tLByrs7A/1080x-/20220123/c0b3bafc6f5dd9adee956347f3fd94a2.jpg;"
                                                            1,8 л.,
                                                    гибрид,
                                        автомат,
                                                ";11500$ 
"
            Toyota Camry , 2004 ";https://i.cars.kg/preview/r/uffYQt6qJgoFx4d37fQZjg/1080x-/20220123/a1442ba50db67390282bfb0dddc85f67.jpg;"
                                                            3.0 л.,
                                                    бензин,
                                        автомат,
                                                ";9700$ 
"
            Toyota Avensis , 1998 ";https://i.cars.kg/preview/r/aOB5ADq4KvIwZ-mWXXOZ-w/1080x-/20220123/9a81b27d8adbf813af6df79b2666bcb3.jpg;"
                                                            1.8 л.,
                                                    бензин,
                                        механика,
                                                ";2600$ 
"
            Toyota Vitz , 2003 ";https://i.cars.kg/preview/r/88LLB6RvDYz9iutgd4KK6w/1080x-/20220123/e119889155eeeb8267d3d276929b82ae.jpg;"
                                                            1.0 л.,
                                                    бензин,
                                        автомат,
                                                ";5200$ 
"
            Toyota Yaris , 2003 ";https://i.cars.kg/preview/r/K20NFGJSmck45Km4jmkl6w/1080x-/20220123/65374ba716a2c4c1b0314657df8ae8ed.jpg;"
                                                            1,5 л.,
                                                    бензин,
                                        автомат,
                                                ";6700$ 
"
            Toyota Fun Cargo , 2003 ";https://i.cars.kg/preview/r/Gnuzw2s_5uBCHmXdAkiZxg/1080x-/20220123/edf0cd398bd960d7d8cb5d7bdd36097b.jpg;"
                                                            1.3 л.,
                                                    бензин,
                                        автомат,
                                                ";4900$ 
"
            Toyota Windom , 1996 ";https://i.cars.kg/preview/r/3KDeEjP2OvIEBTh7u3ZcRA/1080x-/20220123/5ffa233d87220701706d67974504a914.jpg;"
                                                            2,5 л.,
                                                    бензин,
                                        автомат,
                                                ";5100$ 
"
            Toyota Corolla , 2001 ";https://i.cars.kg/preview/r/H6-0BxKoGGRD18edSg20pw/1080x-/20220123/4726968539580d4e2eaf1fb901ab29e3.jpg;"
                                                            1.8 л.,
                                                    бензин,
                                        автомат,
                                                ";6100$ 
"
            Toyota Avensis , 2003 ";https://i.cars.kg/preview/r/ESuQSRg00skMjey9fJqYEg/1080x-/20220123/47a5d02d13c75ee6599d8bc81c0018d3.jpg;"
                                                            2.0 л.,
                                                    бензин,
                                        автомат,
                                                ";7800$ 
"
            Toyota Windom , 2003 ";https://i.cars.kg/preview/r/xZntssXtcGey3tEeozurEg/1080x-/20220123/75eff06bd5cca1b98f031a5c659075ca.jpg;"
                                                            3.0 л.,
                                                    бензин,
                                        автомат,
                                                ";8000$ 
"
            Toyota Ist , 2003 ";https://i.cars.kg/preview/r/0Wlb1ovIMMtI6HFm4vvIjA/1080x-/20220123/e178ac5732189b9ece57435970e4da52.jpg;"
                                                            1,3 л.,
                                                    бензин,
                                        автомат,
                                                ";5800$ 
"
            Toyota Highlander , 2002 ";https://i.cars.kg/preview/r/eV7YU_5DrM1ezlPT4dpG4A/1080x-/20220123/14cb15a12da0f8e0f7064b4ec6ba547a.jpg;"
                                                            3 л.,
                                                    бензин,
                                        автомат,
                                                ";8800$ 
"
            Toyota Camry , 2012 ";https://i.cars.kg/preview/r/NHyR9RFYCXZVfM7xgFaP0g/1080x-/20220123/b77d7300dcc315f665ffbb371381705e.jpg;"
                                                            2.5 л.,
                                                    бензин,
                                        автомат,
                                                ";12200$ 
"
            Toyota Highlander , 2018 ";https://i.cars.kg/preview/r/9u6waXV4E5VipHW6SN9ubQ/1080x-/20220123/3df609c495d46cf6ace3d9d3805a2748.jpg;"
                                                            2.7 л.,
                                                    бензин,
                                        автомат,
                                                ";33000$ 
"
            Toyota Camry , 2009 ";https://i.cars.kg/preview/r/Fq3GoUyoSs6lbvQDOx2Q3A/1080x-/20220123/a90854b53e355853cc7606d3d62ddcfc.jpg;"
                                                            2.5 л.,
                                                    бензин,
                                        автомат,
                                                ";10900$ 
"
            Toyota Ist , 2003 ";https://i.cars.kg/preview/r/-SV7nZUbqK2NwtgEbUctKQ/1080x-/20220123/c5ea58fdb1902b976c547d8565e8df18.jpg;"
                                                            1,5 л.,
                                                                автомат,
                                                ";5300$ 
"
            Toyota Avensis , 2005 ";https://i.cars.kg/preview/r/wDhXUEI6ASbeBDZvg9N1tA/1080x-/20220123/fa1ec5e6f14cbf46e71c7a84b8cc1622.jpg;"
                                                            1.8 л.,
                                                    бензин,
                                        автомат,
                                                ";7700$ 
"
            Toyota Windom , 1999 ";https://i.cars.kg/preview/r/z2oXkWUDpwy6WHRSTx9wpw/1080x-/20220123/9110a2765d7b858464f52f20b6b9d151.jpg;"
                                                            3 л.,
                                                    бензин,
                                        автомат,
                                                ";6300$ 
Название машины;Картинка;Описание;Цена
"
            Toyota Highlander , 2009 ";https://i.cars.kg/preview/r/0ezF0E2_lP3P6K0R86qojg/1080x-/20220123/71380cd5e718389bcbd6f4059b520468.jpg;"
                                                            3.5 л.,
                                                    бензин,
                                        автомат,
                                                ";18000$ 
"
            Toyota Vitz , 2003 ";https://i.cars.kg/preview/r/4eZpx8qzOuAv1JZz38ioPw/1080x-/20220123/8351079b2e02d5586bf44aab8887383a.jpg;"
                                                            1.3 л.,
                                                    бензин,
                                        автомат,
                                                ";6400$ 
"
            Toyota Wish , 2004 ";https://i.cars.kg/preview/r/2WbRzIWqTxeeFgNwXobPpQ/1080x-/20220123/7dd81333e09e625fd7953cfd96d1858a.jpg;"
                                                            1,8 л.,
                                                    бензин,
                                        автомат,
                                                ";6200$ 
"
            Toyota Camry , 2015 ";https://i.cars.kg/preview/r/aGdKJXI5lmq3hCjiqneA2g/1080x-/20220123/fabfc60bb122f371fbd3519eab8e57e0.jpg;"
                                                            2.5 л.,
                                                    бензин,
                                        автомат,
                                                ";14300$ 
"
            Toyota Highlander , 2004 ";https://i.cars.kg/preview/r/zT4eH4DFzLkWIEASFtfqjg/1080x-/20220123/85feb8bcc99dc1f90d8377c4b2252635.jpg;"
                                                            3.3 л.,
                                                    бензин,
                                        автомат,
                                                ";10500$ 
"
            Toyota Sienna , 2011 ";https://i.cars.kg/preview/r/5is3_47YUhuU9zO8vHnV7g/1080x-/20220123/7b367b9753f4973a2d40a327007f4641.jpg;"
                                                            3.5 л.,
                                                    бензин,
                                        автомат,
                                                ";18000$ 
"
            Toyota Land Cruiser Prado J150 Внедорожник , 2011 ";https://i.cars.kg/preview/r/TdXbeNNFO7AEeLz8ZvHXxA/1080x-/20220123/ac2b21d5952d725e4ac3190964981bde.jpeg;"
                                    Внедорожник / Пикап,
                                        черный,
                                        4.0 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,
                                    ";28300$ 
"
            Toyota Camry , 2002 ";https://i.cars.kg/preview/r/XFfe2YKJhOzTYYx5wAlWQA/1080x-/20220123/a314753f21a6ba6c8d8c5c1e8fcd35f0.jpg;"
                                                            2,4 л.,
                                                    бензин,
                                        автомат,
                                                ";7499$ 
"
            Toyota Avalon XX10 [рестайлинг] Седан , 1999 ";https://i.cars.kg/preview/r/zhmHzOAD0YC4HlQa1MbC2A/1080x-/20220123/e2fb58b9da86bf2eac9bec582f6565b9.jpg;"
                                    Седан,
                                        белый,
                                        3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,
                                    ";3000$ 
"
            Toyota Windom , 2004 ";https://i.cars.kg/preview/r/ndlgVLex1lvInBvQKta5cg/1080x-/20220123/5c4601fab22cb217a51a98382198a8bd.jpg;"
                                                            3 л.,
                                                    бензин,
                                        автомат,
                                                ";8500$ 
"
            Toyota Mark X , 2005 ";https://i.cars.kg/preview/r/fKhBVRKSi_2pNn-HmV8V_w/1080x-/20220123/2287c7d138098e8f3f44dbc01bc31b46.jpg;"
                                                            2.5 л.,
                                                    бензин,
                                        автомат,
                                                ";6800$ 
"
            Toyota RAV4 , 2010 ";https://i.cars.kg/preview/r/s-c64k81m61CwRGOG-6WDA/1080x-/20220123/a887f7bc8ac40e6e58122b819d6da7fd.jpg;"
                                                            2.5 л.,
                                                    бензин,
                                                            ";13500$ 
"
            Toyota RAV4 , 2015 ";https://i.cars.kg/preview/r/RtVxzA5luYaq5DE7b20JBA/1080x-/20220123/a28613fe01d134998786b3d8e8f4cd1d.jpg;"
                                                            2,5 л.,
                                                    гибрид,
                                        автомат,
                                                ";27500$ 
